pokeID,name,move
4,Charmander,Overheat
4,Charmander,Dragon Claw
4,Charmander,Dragon Dance
4,Charmander,Flare Blitz
4,Charmander,Dragon Pulse
4,Charmander,Work Up
5,Charmeleon,Ember
5,Charmeleon,Growl
5,Charmeleon,Scratch
5,Charmeleon,Smokescreen
5,Charmeleon,Dragon Breath
5,Charmeleon,Fire Fang
5,Charmeleon,Slash
5,Charmeleon,Flamethrower
5,Charmeleon,Scary Face
5,Charmeleon,Fire Spin
5,Charmeleon,Inferno
5,Charmeleon,Flare Blitz
5,Charmeleon,Ancient Power
5,Charmeleon,Belly Drum
5,Charmeleon,Bite
5,Charmeleon,Counter
5,Charmeleon,Dragon Rush
5,Charmeleon,Dragon Tail
5,Charmeleon,Metal Claw
5,Charmeleon,Wing Attack
5,Charmeleon,Mega Punch
5,Charmeleon,Mega Kick
5,Charmeleon,Fire Punch
5,Charmeleon,Thunder Punch
5,Charmeleon,Fire Spin
5,Charmeleon,Dig
5,Charmeleon,Rest
5,Charmeleon,Rock Slide
5,Charmeleon,Snore
5,Charmeleon,Protect
5,Charmeleon,Scary Face
5,Charmeleon,Attract
5,Charmeleon,Sunny Day
5,Charmeleon,Beat Up
5,Charmeleon,Will-O-Wisp
5,Charmeleon,Facade
5,Charmeleon,Swift
5,Charmeleon,Helping Hand
5,Charmeleon,Brick Break
5,Charmeleon,Weather Ball
5,Charmeleon,Rock Tomb
5,Charmeleon,Fling
5,Charmeleon,Shadow Claw
5,Charmeleon,Fire Fang
5,Charmeleon,Round
5,Charmeleon,Acrobatics
5,Charmeleon,False Swipe
5,Charmeleon,Swords Dance
5,Charmeleon,Body Slam
5,Charmeleon,Flamethrower
5,Charmeleon,Fire Blast
5,Charmeleon,Substitute
5,Charmeleon,Outrage
5,Charmeleon,Endure
5,Charmeleon,Sleep Talk
5,Charmeleon,Iron Tail
5,Charmeleon,Crunch
5,Charmeleon,Heat Wave
5,Charmeleon,Overheat
5,Charmeleon,Dragon Claw
5,Charmeleon,Dragon Dance
5,Charmeleon,Flare Blitz
5,Charmeleon,Dragon Pulse
5,Charmeleon,Work Up
6,Charizard,Air Slash
6,Charizard,Dragon Claw
6,Charizard,Ember
6,Charizard,Growl
6,Charizard,Heat Wave
6,Charizard,Scratch
6,Charizard,Smokescreen
6,Charizard,Dragon Breath
6,Charizard,Fire Fang
6,Charizard,Slash
6,Charizard,Flamethrower
6,Charizard,Scary Face
6,Charizard,Fire Spin
6,Charizard,Inferno
6,Charizard,Flare Blitz
6,Charizard,Air Slash
6,Charizard,Ancient Power
6,Charizard,Belly Drum
6,Charizard,Bite
6,Charizard,Counter
6,Charizard,Dragon Rush
6,Charizard,Dragon Tail
6,Charizard,Metal Claw
6,Charizard,Wing Attack
6,Charizard,Dual Wingbeat
6,Charizard,Scale Shot
6,Charizard,Scorching Sands
6,Charizard,Mega Punch
6,Charizard,Mega Kick
6,Charizard,Fire Punch
6,Charizard,Thunder Punch
6,Charizard,Fly
6,Charizard,Hyper Beam
6,Charizard,Giga Impact
6,Charizard,Solar Beam
6,Charizard,Fire Spin
6,Charizard,Dig
6,Charizard,Rest
6,Charizard,Rock Slide
6,Charizard,Snore
6,Charizard,Protect
6,Charizard,Scary Face
6,Charizard,Steel Wing
6,Charizard,Attract
6,Charizard,Sunny Day
6,Charizard,Beat Up
6,Charizard,Will-O-Wisp
6,Charizard,Facade
6,Charizard,Swift
6,Charizard,Helping Hand
6,Charizard,Brick Break
6,Charizard,Weather Ball
6,Charizard,Rock Tomb
6,Charizard,Fling
6,Charizard,Shadow Claw
6,Charizard,Fire Fang
6,Charizard,Round
6,Charizard,Acrobatics
6,Charizard,Bulldoze
6,Charizard,Mystical Fire
6,Charizard,False Swipe
6,Charizard,Air Slash
6,Charizard,Brutal Swing
6,Charizard,Breaking Swipe
6,Charizard,Swords Dance
6,Charizard,Body Slam
6,Charizard,Flamethrower
6,Charizard,Earthquake
6,Charizard,Fire Blast
6,Charizard,Substitute
6,Charizard,Outrage
6,Charizard,Endure
6,Charizard,Sleep Talk
6,Charizard,Iron Tail
6,Charizard,Crunch
6,Charizard,Heat Wave
6,Charizard,Blaze Kick
6,Charizard,Overheat
6,Charizard,Dragon Claw
6,Charizard,Dragon Dance
6,Charizard,Flare Blitz
6,Charizard,Dragon Pulse
6,Charizard,Focus Blast
6,Charizard,Work Up
6,Charizard,Heat Crash
6,Charizard,Hurricane
7,Squirtle,Tackle
7,Squirtle,Tail Whip
7,Squirtle,Water Gun
7,Squirtle,Withdraw
7,Squirtle,Rapid Spin
7,Squirtle,Bite
7,Squirtle,Water Pulse
7,Squirtle,Protect
7,Squirtle,Rain Dance
7,Squirtle,Aqua Tail
7,Squirtle,Shell Smash
7,Squirtle,Iron Defense
7,Squirtle,Hydro Pump
7,Squirtle,Skull Bash
7,Squirtle,Aqua Jet
7,Squirtle,Aqua Ring
7,Squirtle,Fake Out
7,Squirtle,Flail
7,Squirtle,Haze
7,Squirtle,Life Dew
7,Squirtle,Mirror Coat
7,Squirtle,Mist
7,Squirtle,Water Spout
7,Squirtle,Yawn
7,Squirtle,Flip Turn
7,Squirtle,Mega Punch
7,Squirtle,Mega Kick
7,Squirtle,Ice Punch
7,Squirtle,Dig
7,Squirtle,Rest
7,Squirtle,Snore
7,Squirtle,Protect
7,Squirtle,Icy Wind
7,Squirtle,Attract
7,Squirtle,Rain Dance
7,Squirtle,Hail
7,Squirtle,Whirlpool
7,Squirtle,Facade
7,Squirtle,Helping Hand
7,Squirtle,Brick Break
7,Squirtle,Dive
7,Squirtle,Weather Ball
7,Squirtle,Rock Tomb
7,Squirtle,Brine
7,Squirtle,Fling
7,Squirtle,Round
7,Squirtle,False Swipe
7,Squirtle,Body Slam
7,Squirtle,Hydro Pump
7,Squirtle,Surf
7,Squirtle,Ice Beam
7,Squirtle,Blizzard
7,Squirtle,Waterfall
7,Squirtle,Substitute
7,Squirtle,Endure
7,Squirtle,Sleep Talk
7,Squirtle,Iron Tail
7,Squirtle,Muddy Water
7,Squirtle,Iron Defense
7,Squirtle,Gyro Ball
7,Squirtle,Aura Sphere
7,Squirtle,Dragon Pulse
7,Squirtle,Zen Headbutt
7,Squirtle,Scald
7,Squirtle,Work Up
8,Wartortle,Tackle
8,Wartortle,Tail Whip
8,Wartortle,Water Gun
8,Wartortle,Withdraw
8,Wartortle,Rapid Spin
8,Wartortle,Bite
8,Wartortle,Water Pulse
8,Wartortle,Protect
8,Wartortle,Rain Dance
8,Wartortle,Aqua Tail
8,Wartortle,Shell Smash
8,Wartortle,Iron Defense
8,Wartortle,Hydro Pump
8,Wartortle,Skull Bash
8,Wartortle,Aqua Jet
8,Wartortle,Aqua Ring
8,Wartortle,Fake Out
8,Wartortle,Flail
8,Wartortle,Haze
8,Wartortle,Life Dew
8,Wartortle,Mirror Coat
8,Wartortle,Mist
8,Wartortle,Water Spout
8,Wartortle,Yawn
8,Wartortle,Flip Turn
8,Wartortle,Mega Punch
8,Wartortle,Mega Kick
8,Wartortle,Ice Punch
8,Wartortle,Dig
8,Wartortle,Rest
8,Wartortle,Snore
8,Wartortle,Protect
8,Wartortle,Icy Wind
8,Wartortle,Attract
8,Wartortle,Rain Dance
8,Wartortle,Hail
8,Wartortle,Whirlpool
8,Wartortle,Facade
8,Wartortle,Helping Hand
8,Wartortle,Brick Break
8,Wartortle,Dive
8,Wartortle,Weather Ball
8,Wartortle,Rock Tomb
8,Wartortle,Brine
8,Wartortle,Fling
8,Wartortle,Round
8,Wartortle,False Swipe
8,Wartortle,Body Slam
8,Wartortle,Hydro Pump
8,Wartortle,Surf
8,Wartortle,Ice Beam
8,Wartortle,Blizzard
8,Wartortle,Waterfall
8,Wartortle,Substitute
8,Wartortle,Endure
8,Wartortle,Sleep Talk
8,Wartortle,Iron Tail
8,Wartortle,Muddy Water
8,Wartortle,Iron Defense
8,Wartortle,Gyro Ball
8,Wartortle,Aura Sphere
8,Wartortle,Dragon Pulse
8,Wartortle,Zen Headbutt
8,Wartortle,Scald
8,Wartortle,Work Up
9,Blastoise,Flash Cannon
9,Blastoise,Tackle
9,Blastoise,Tail Whip
9,Blastoise,Water Gun
9,Blastoise,Withdraw
9,Blastoise,Rapid Spin
9,Blastoise,Bite
9,Blastoise,Water Pulse
9,Blastoise,Protect
9,Blastoise,Rain Dance
9,Blastoise,Aqua Tail
9,Blastoise,Shell Smash
9,Blastoise,Iron Defense
9,Blastoise,Hydro Pump
9,Blastoise,Skull Bash
9,Blastoise,Flash Cannon
9,Blastoise,Aqua Jet
9,Blastoise,Aqua Ring
9,Blastoise,Fake Out
9,Blastoise,Flail
9,Blastoise,Haze
9,Blastoise,Life Dew
9,Blastoise,Mirror Coat
9,Blastoise,Mist
9,Blastoise,Water Spout
9,Blastoise,Yawn
9,Blastoise,Flip Turn
9,Blastoise,Terrain Pulse
9,Blastoise,Mega Punch
9,Blastoise,Mega Kick
9,Blastoise,Ice Punch
9,Blastoise,Hyper Beam
9,Blastoise,Giga Impact
9,Blastoise,Dig
9,Blastoise,Rest
9,Blastoise,Rock Slide
9,Blastoise,Snore
9,Blastoise,Protect
9,Blastoise,Icy Wind
9,Blastoise,Attract
9,Blastoise,Rain Dance
9,Blastoise,Hail
9,Blastoise,Whirlpool
9,Blastoise,Facade
9,Blastoise,Helping Hand
9,Blastoise,Brick Break
9,Blastoise,Dive
9,Blastoise,Weather Ball
9,Blastoise,Rock Tomb
9,Blastoise,Brine
9,Blastoise,Fling
9,Blastoise,Avalanche
9,Blastoise,Round
9,Blastoise,Bulldoze
9,Blastoise,False Swipe
9,Blastoise,Body Slam
9,Blastoise,Hydro Pump
9,Blastoise,Surf
9,Blastoise,Ice Beam
9,Blastoise,Blizzard
9,Blastoise,Earthquake
9,Blastoise,Waterfall
9,Blastoise,Substitute
9,Blastoise,Outrage
9,Blastoise,Endure
9,Blastoise,Sleep Talk
9,Blastoise,Iron Tail
9,Blastoise,Crunch
9,Blastoise,Muddy Water
9,Blastoise,Iron Defense
9,Blastoise,Gyro Ball
9,Blastoise,Aura Sphere
9,Blastoise,Dark Pulse
9,Blastoise,Dragon Pulse
9,Blastoise,Focus Blast
9,Blastoise,Zen Headbutt
9,Blastoise,Flash Cannon
9,Blastoise,Scald
9,Blastoise,Work Up
9,Blastoise,Liquidation
9,Blastoise,Body Press
10,Caterpie,String Shot
10,Caterpie,Tackle
10,Caterpie,Bug Bite
10,Caterpie,Electroweb
11,Metapod,Harden
11,Metapod,Harden
11,Metapod,Electroweb
11,Metapod,Iron Defense
12,Butterfree,Bug Bite
12,Butterfree,Gust
12,Butterfree,Harden
12,Butterfree,String Shot
12,Butterfree,Tackle
12,Butterfree,Supersonic
12,Butterfree,Confusion
12,Butterfree,Poison Powder
12,Butterfree,Sleep Powder
12,Butterfree,Stun Spore
12,Butterfree,Psybeam
12,Butterfree,Whirlwind
12,Butterfree,Air Slash
12,Butterfree,Safeguard
12,Butterfree,Bug Buzz
12,Butterfree,Tailwind
12,Butterfree,Rage Powder
12,Butterfree,Quiver Dance
12,Butterfree,Gust
12,Butterfree,Dual Wingbeat
12,Butterfree,Hyper Beam
12,Butterfree,Giga Impact
12,Butterfree,Solar Beam
12,Butterfree,Safeguard
12,Butterfree,Rest
12,Butterfree,Thief
12,Butterfree,Snore
12,Butterfree,Protect
12,Butterfree,Giga Drain
12,Butterfree,Attract
12,Butterfree,Rain Dance
12,Butterfree,Sunny Day
12,Butterfree,Facade
12,Butterfree,Swift
12,Butterfree,U-turn
12,Butterfree,Venoshock
12,Butterfree,Round
12,Butterfree,Acrobatics
12,Butterfree,Electroweb
12,Butterfree,Draining Kiss
12,Butterfree,Air Slash
12,Butterfree,Psychic
12,Butterfree,Substitute
12,Butterfree,Endure
12,Butterfree,Sleep Talk
12,Butterfree,Baton Pass
12,Butterfree,Shadow Ball
12,Butterfree,Skill Swap
12,Butterfree,Iron Defense
12,Butterfree,Bug Buzz
12,Butterfree,Energy Ball
12,Butterfree,Hurricane
12,Butterfree,Pollen Puff
25,Pikachu,Charm
25,Pikachu,Growl
25,Pikachu,Nasty Plot
25,Pikachu,Nuzzle
25,Pikachu,Play Nice
25,Pikachu,Quick Attack
25,Pikachu,Sweet Kiss
25,Pikachu,Tail Whip
25,Pikachu,Thunder Shock
25,Pikachu,Thunder Wave
25,Pikachu,Double Team
25,Pikachu,Electro Ball
25,Pikachu,Feint
25,Pikachu,Spark
25,Pikachu,Agility
25,Pikachu,Slam
25,Pikachu,Discharge
25,Pikachu,Thunderbolt
25,Pikachu,Light Screen
25,Pikachu,Thunder
25,Pikachu,Charge
25,Pikachu,Disarming Voice
25,Pikachu,Fake Out
25,Pikachu,Flail
25,Pikachu,Present
25,Pikachu,Tickle
25,Pikachu,Wish
25,Pikachu,Rising Voltage
25,Pikachu,Mega Punch
25,Pikachu,Mega Kick
25,Pikachu,Pay Day
25,Pikachu,Thunder Punch
25,Pikachu,Thunder Wave
25,Pikachu,Dig
25,Pikachu,Light Screen
25,Pikachu,Reflect
25,Pikachu,Rest
25,Pikachu,Thief
25,Pikachu,Snore
25,Pikachu,Protect
25,Pikachu,Charm
25,Pikachu,Attract
25,Pikachu,Rain Dance
25,Pikachu,Facade
25,Pikachu,Swift
25,Pikachu,Helping Hand
25,Pikachu,Brick Break
25,Pikachu,Fling
25,Pikachu,Round
25,Pikachu,Volt Switch
25,Pikachu,Electroweb
25,Pikachu,Draining Kiss
25,Pikachu,Electric Terrain
25,Pikachu,Body Slam
25,Pikachu,Surf
25,Pikachu,Thunderbolt
25,Pikachu,Thunder
25,Pikachu,Agility
25,Pikachu,Substitute
25,Pikachu,Reversal
25,Pikachu,Endure
25,Pikachu,Sleep Talk
25,Pikachu,Encore
25,Pikachu,Iron Tail
25,Pikachu,Uproar
25,Pikachu,Nasty Plot
25,Pikachu,Grass Knot
25,Pikachu,Electro Ball
25,Pikachu,Wild Charge
25,Pikachu,Play Rough
26,Raichu,Agility
26,Raichu,Charm
26,Raichu,Discharge
26,Raichu,Double Team
26,Raichu,Electro Ball
26,Raichu,Feint
26,Raichu,Growl
26,Raichu,Light Screen
26,Raichu,Nasty Plot
26,Raichu,Nuzzle
26,Raichu,Play Nice
26,Raichu,Quick Attack
26,Raichu,Slam
26,Raichu,Spark
26,Raichu,Sweet Kiss
26,Raichu,Tail Whip
26,Raichu,Thunder
26,Raichu,Thunder Punch
26,Raichu,Thunder Shock
26,Raichu,Thunder Wave
26,Raichu,Thunderbolt
26,Raichu,Agility
26,Raichu,Charm
26,Raichu,Discharge
26,Raichu,Double Team
26,Raichu,Electro Ball
26,Raichu,Feint
26,Raichu,Growl
26,Raichu,Light Screen
26,Raichu,Nasty Plot
26,Raichu,Nuzzle
26,Raichu,Play Nice
26,Raichu,Psychic
26,Raichu,Quick Attack
26,Raichu,Slam
26,Raichu,Spark
26,Raichu,Sweet Kiss
26,Raichu,Tail Whip
26,Raichu,Thunder
26,Raichu,Thunder Shock
26,Raichu,Thunder Wave
26,Raichu,Thunderbolt
26,Raichu,Thunder Punch
26,Raichu,Psychic
26,Raichu,Charge
26,Raichu,Disarming Voice
26,Raichu,Fake Out
26,Raichu,Flail
26,Raichu,Present
26,Raichu,Tickle
26,Raichu,Wish
26,Raichu,Rising Voltage
26,Raichu,Expanding Force
26,Raichu,Rising Voltage
26,Raichu,Mega Punch
26,Raichu,Mega Kick
26,Raichu,Pay Day
26,Raichu,Thunder Punch
26,Raichu,Hyper Beam
26,Raichu,Giga Impact
26,Raichu,Thunder Wave
26,Raichu,Dig
26,Raichu,Light Screen
26,Raichu,Reflect
26,Raichu,Safeguard
26,Raichu,Rest
26,Raichu,Thief
26,Raichu,Snore
26,Raichu,Protect
26,Raichu,Charm
26,Raichu,Attract
26,Raichu,Rain Dance
26,Raichu,Facade
26,Raichu,Swift
26,Raichu,Helping Hand
26,Raichu,Brick Break
26,Raichu,Fling
26,Raichu,Speed Swap
26,Raichu,Round
26,Raichu,Volt Switch
26,Raichu,Electroweb
26,Raichu,Draining Kiss
26,Raichu,Electric Terrain
26,Raichu,Eerie Impulse
26,Raichu,Brutal Swing
26,Raichu,Mega Punch
26,Raichu,Mega Kick
26,Raichu,Pay Day
26,Raichu,Thunder Punch
26,Raichu,Hyper Beam
26,Raichu,Giga Impact
26,Raichu,Thunder Wave
26,Raichu,Dig
26,Raichu,Light Screen
26,Raichu,Reflect
26,Raichu,Safeguard
26,Raichu,Rest
26,Raichu,Thief
26,Raichu,Snore
26,Raichu,Protect
26,Raichu,Charm
26,Raichu,Attract
26,Raichu,Rain Dance
26,Raichu,Facade
26,Raichu,Swift
26,Raichu,Helping Hand
26,Raichu,Brick Break
26,Raichu,Fling
26,Raichu,Speed Swap
26,Raichu,Magic Room
26,Raichu,Round
26,Raichu,Volt Switch
26,Raichu,Electroweb
26,Raichu,Draining Kiss
26,Raichu,Electric Terrain
26,Raichu,Body Slam
26,Raichu,Surf
26,Raichu,Thunderbolt
26,Raichu,Thunder
26,Raichu,Agility
26,Raichu,Substitute
26,Raichu,Reversal
26,Raichu,Endure
26,Raichu,Sleep Talk
26,Raichu,Encore
26,Raichu,Iron Tail
26,Raichu,Uproar
26,Raichu,Focus Blast
26,Raichu,Nasty Plot
26,Raichu,Grass Knot
26,Raichu,Electro Ball
26,Raichu,Wild Charge
26,Raichu,Play Rough
26,Raichu,Body Slam
26,Raichu,Surf
26,Raichu,Thunderbolt
26,Raichu,Thunder
26,Raichu,Psychic
26,Raichu,Agility
26,Raichu,Substitute
26,Raichu,Reversal
26,Raichu,Psyshock
26,Raichu,Endure
26,Raichu,Sleep Talk
26,Raichu,Encore
26,Raichu,Iron Tail
26,Raichu,Future Sight
26,Raichu,Uproar
26,Raichu,Calm Mind
26,Raichu,Focus Blast
26,Raichu,Nasty Plot
26,Raichu,Grass Knot
26,Raichu,Electro Ball
26,Raichu,Stored Power
26,Raichu,Ally Switch
26,Raichu,Wild Charge
26,Raichu,Play Rough
27,Sandshrew,Defense Curl
27,Sandshrew,Scratch
27,Sandshrew,Poison Sting
27,Sandshrew,Sand Attack
27,Sandshrew,Rollout
27,Sandshrew,Fury Cutter
27,Sandshrew,Rapid Spin
27,Sandshrew,Bulldoze
27,Sandshrew,Swift
27,Sandshrew,Fury Swipes
27,Sandshrew,Agility
27,Sandshrew,Slash
27,Sandshrew,Dig
27,Sandshrew,Gyro Ball
27,Sandshrew,Swords Dance
27,Sandshrew,Sandstorm
27,Sandshrew,Earthquake
27,Sandshrew,Defense Curl
27,Sandshrew,Scratch
27,Sandshrew,Mist
27,Sandshrew,Powder Snow
27,Sandshrew,Rollout
27,Sandshrew,Fury Cutter
27,Sandshrew,Rapid Spin
27,Sandshrew,Metal Claw
27,Sandshrew,Swift
27,Sandshrew,Fury Swipes
27,Sandshrew,Iron Defense
27,Sandshrew,Slash
27,Sandshrew,Iron Head
27,Sandshrew,Gyro Ball
27,Sandshrew,Swords Dance
27,Sandshrew,Hail
27,Sandshrew,Blizzard
27,Sandshrew,Counter
27,Sandshrew,Flail
27,Sandshrew,Hone Claws
27,Sandshrew,Metal Claw
27,Sandshrew,Mud-Slap
27,Sandshrew,Night Slash
27,Sandshrew,Counter
27,Sandshrew,Crush Claw
27,Sandshrew,Curse
27,Sandshrew,Flail
27,Sandshrew,Hone Claws
27,Sandshrew,Night Slash
27,Sandshrew,Scorching Sands
27,Sandshrew,Steel Roller
27,Sandshrew,Steel Roller
27,Sandshrew,Triple Axel
27,Sandshrew,Dig
27,Sandshrew,Safeguard
27,Sandshrew,Rest
27,Sandshrew,Rock Slide
27,Sandshrew,Thief
27,Sandshrew,Snore
27,Sandshrew,Protect
27,Sandshrew,Attract
27,Sandshrew,Sandstorm
27,Sandshrew,Sunny Day
27,Sandshrew,Facade
27,Sandshrew,Swift
27,Sandshrew,Brick Break
27,Sandshrew,Rock Tomb
27,Sandshrew,Sand Tomb
27,Sandshrew,Mud Shot
27,Sandshrew,Fling
27,Sandshrew,Shadow Claw
27,Sandshrew,Round
27,Sandshrew,Bulldoze
27,Sandshrew,Stomping Tantrum
27,Sandshrew,Ice Punch
27,Sandshrew,Dig
27,Sandshrew,Safeguard
27,Sandshrew,Rest
27,Sandshrew,Rock Slide
27,Sandshrew,Thief
27,Sandshrew,Snore
27,Sandshrew,Protect
27,Sandshrew,Icy Wind
27,Sandshrew,Attract
27,Sandshrew,Sunny Day
27,Sandshrew,Hail
27,Sandshrew,Facade
27,Sandshrew,Swift
27,Sandshrew,Brick Break
27,Sandshrew,Rock Tomb
27,Sandshrew,Icicle Spear
27,Sandshrew,Fling
27,Sandshrew,Avalanche
27,Sandshrew,Shadow Claw
27,Sandshrew,Round
27,Sandshrew,Bulldoze
27,Sandshrew,Swords Dance
27,Sandshrew,Body Slam
27,Sandshrew,Earthquake
27,Sandshrew,Agility
27,Sandshrew,Amnesia
27,Sandshrew,Leech Life
27,Sandshrew,Substitute
27,Sandshrew,Endure
27,Sandshrew,Sleep Talk
27,Sandshrew,Iron Tail
